,Province_State,Country_Region,Lat,Long,Date,Confirmed,Recovered,Deaths,geometry
11966,,India,21.0,78.0,3/7/20,34,7.0,0,POINT (78 21)
11967,,Indonesia,-0.7893,113.9213,3/7/20,4,0.0,0,POINT (113.9213 -0.7893)
11968,,Iran,32.0,53.0,3/7/20,5823,4.0,145,POINT (53 32)
11969,,Iraq,33.0,44.0,3/7/20,54,0.0,4,POINT (44 33)
11970,,Ireland,53.1424,-7.6921,3/7/20,18,0.0,0,POINT (-7.6921 53.1424)
11971,,Israel,31.0,35.0,3/7/20,43,22.0,0,POINT (35 31)
11972,,Italy,43.0,12.0,3/7/20,5883,0.0,233,POINT (12 43)
11973,,Jamaica,18.1096,-77.2975,3/7/20,0,0.0,0,POINT (-77.2975 18.1096)
11974,,Japan,36.0,138.0,3/7/20,461,3.0,6,POINT (138 36)
11975,,Jordan,31.24,36.51,3/7/20,1,1.0,0,POINT (36.51 31.24)
11976,,Kazakhstan,48.0196,66.9237,3/7/20,0,0.0,0,POINT (66.9237 48.0196)
11977,,Kenya,-0.0236,37.9062,3/7/20,0,0.0,0,POINT (37.9062 -0.0236)
11978,,"Korea, South",36.0,128.0,3/7/20,7041,0.0,44,POINT (128 36)
11979,,Kuwait,29.5,47.75,3/7/20,61,0.0,0,POINT (47.75 29.5)
11980,,Kyrgyzstan,41.2044,74.7661,3/7/20,0,0.0,0,POINT (74.76609999999999 41.2044)
11981,,Latvia,56.8796,24.6032,3/7/20,1,0.0,0,POINT (24.6032 56.8796)
11982,,Lebanon,33.8547,35.8623,3/7/20,22,0.0,0,POINT (35.8623 33.8547)
11983,,Liberia,6.4281,-9.4295,3/7/20,0,0.0,0,POINT (-9.429500000000001 6.4281)
11984,,Liechtenstein,47.14,9.55,3/7/20,1,0.0,0,POINT (9.550000000000001 47.14)
11985,,Lithuania,55.1694,23.8813,3/7/20,1,0.0,0,POINT (23.8813 55.1694)
11986,,Luxembourg,49.8153,6.1296,3/7/20,2,1.0,0,POINT (6.1296 49.8153)
11987,,Madagascar,-18.7669,46.8691,3/7/20,0,0.0,0,POINT (46.8691 -18.7669)
11988,,Malaysia,2.5,112.5,3/7/20,93,8.0,0,POINT (112.5 2.5)
11989,,Maldives,3.2028,73.2207,3/7/20,0,0.0,0,POINT (73.22069999999999 3.2028)
11990,,Malta,35.9375,14.3754,3/7/20,3,0.0,0,POINT (14.3754 35.9375)
11991,,Mauritania,21.0079,10.9408,3/7/20,0,0.0,0,POINT (10.9408 21.0079)
11992,,Mauritius,-20.2,57.5,3/7/20,0,984.0,0,POINT (57.5 -20.2)
11993,,Mexico,23.6345,-102.5528,3/7/20,6,320.0,0,POINT (-102.5528 23.6345)
11994,,Moldova,47.4116,28.3699,3/7/20,0,547.0,0,POINT (28.3699 47.4116)
11995,,Monaco,43.7333,7.4167,3/7/20,1,295.0,0,POINT (7.4167 43.7333)
11996,,Mongolia,46.8625,103.8467,3/7/20,0,88.0,0,POINT (103.8467 46.8625)
11997,,Montenegro,42.5,19.3,3/7/20,0,1274.0,0,POINT (19.3 42.5)
11998,,Morocco,31.7917,-7.0926,3/7/20,2,234.0,0,POINT (-7.0926 31.7917)
11999,,Namibia,-22.9576,18.4904,3/7/20,0,129.0,0,POINT (18.4904 -22.9576)
12000,,Nepal,28.1667,84.25,3/7/20,1,159.0,0,POINT (84.25 28.1667)
12001,Aruba,Netherlands,12.5186,-70.0358,3/7/20,0,307.0,0,POINT (-70.03579999999999 12.5186)
12002,Curacao,Netherlands,12.1696,-68.99,3/7/20,0,434.0,0,POINT (-68.98999999999999 12.1696)
12003,Sint Maarten,Netherlands,18.0425,-63.0548,3/7/20,0,1247.0,0,POINT (-63.0548 18.0425)
12004,,Netherlands,52.1326,5.2913,3/7/20,188,65.0,1,POINT (5.2913 52.1326)
12005,,New Zealand,-40.9006,174.886,3/7/20,5,47743.0,0,POINT (174.886 -40.9006)
12006,,Nicaragua,12.8654,-85.2072,3/7/20,0,990.0,0,POINT (-85.2072 12.8654)
12007,,Niger,17.6078,8.0817,3/7/20,0,70.0,0,POINT (8.0817 17.6078)
12008,,Nigeria,9.082,8.6753,3/7/20,1,627.0,0,POINT (8.6753 9.082000000000001)
12009,,North Macedonia,41.6086,21.7453,3/7/20,3,927.0,0,POINT (21.7453 41.6086)
12010,,Norway,60.472,8.4689,3/7/20,147,91.0,0,POINT (8.4689 60.472)
12011,,Oman,21.0,57.0,3/7/20,16,111.0,0,POINT (57 21)
12012,,Pakistan,30.3753,69.3451,3/7/20,6,10.0,0,POINT (69.3451 30.3753)
12013,,Panama,8.538,-80.7821,3/7/20,0,71.0,0,POINT (-80.7821 8.538)
12014,,Papua New Guinea,-6.315,143.9555,3/7/20,0,18.0,0,POINT (143.9555 -6.315)
12015,,Paraguay,-23.4425,-58.4438,3/7/20,0,227.0,0,POINT (-58.4438 -23.4425)
12016,,Peru,-9.19,-75.0152,3/7/20,1,719.0,0,POINT (-75.01519999999999 -9.19)
12017,,Philippines,13.0,122.0,3/7/20,6,319.0,1,POINT (122 13)
12018,,Poland,51.9194,19.1451,3/7/20,5,131.0,0,POINT (19.1451 51.9194)
12019,,Portugal,39.3999,-8.2245,3/7/20,20,478.0,0,POINT (-8.224500000000001 39.3999)
12020,,Qatar,25.3548,51.1839,3/7/20,8,131.0,0,POINT (51.1839 25.3548)
12021,,Romania,45.9432,24.9668,3/7/20,9,1.0,0,POINT (24.9668 45.9432)
12022,,Russia,60.0,90.0,3/7/20,13,73.0,0,POINT (90 60)
12023,,Rwanda,-1.9403,29.8739,3/7/20,0,170.0,0,POINT (29.8739 -1.9403)
12024,,Saint Lucia,13.9094,-60.9789,3/7/20,0,1191.0,0,POINT (-60.9789 13.9094)
12025,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/7/20,0,0.0,0,POINT (-61.2872 12.9843)
12026,,San Marino,43.9424,12.4578,3/7/20,23,0.0,1,POINT (12.4578 43.9424)
12027,,Saudi Arabia,24.0,45.0,3/7/20,5,0.0,0,POINT (45 24)
12028,,Senegal,14.4974,-14.4524,3/7/20,4,0.0,0,POINT (-14.4524 14.4974)
12029,,Serbia,44.0165,21.0059,3/7/20,1,0.0,0,POINT (21.0059 44.0165)
12030,,Seychelles,-4.6796,55.492,3/7/20,0,0.0,0,POINT (55.492 -4.6796)
12031,,Singapore,1.2833,103.8333,3/7/20,138,40.0,0,POINT (103.8333 1.2833)
12032,,Slovakia,48.669,19.699,3/7/20,1,0.0,0,POINT (19.699 48.669)
12033,,Slovenia,46.1512,14.9955,3/7/20,7,0.0,0,POINT (14.9955 46.1512)
12034,,Somalia,5.1521,46.1996,3/7/20,0,0.0,0,POINT (46.1996 5.1521)
12035,,South Africa,-30.5595,22.9375,3/7/20,1,0.0,0,POINT (22.9375 -30.5595)
12036,,Spain,40.0,-4.0,3/7/20,500,0.0,10,POINT (-4 40)
12037,,Sri Lanka,7.0,81.0,3/7/20,1,1.0,0,POINT (81 7)
12038,,Sudan,12.8628,30.2176,3/7/20,0,0.0,0,POINT (30.2176 12.8628)
12039,,Suriname,3.9193,-56.0278,3/7/20,0,0.0,0,POINT (-56.0278 3.9193)
12040,,Sweden,63.0,16.0,3/7/20,161,0.0,0,POINT (16 63)
12041,,Switzerland,46.8182,8.2275,3/7/20,268,0.0,1,POINT (8.227499999999999 46.8182)
12042,,Taiwan*,23.7,121.0,3/7/20,45,1.0,1,POINT (121 23.7)
12043,,Tanzania,-6.369,34.8888,3/7/20,0,0.0,0,POINT (34.8888 -6.369)
12044,,Thailand,15.0,101.0,3/7/20,50,0.0,1,POINT (101 15)
12045,,Togo,8.6195,0.8248,3/7/20,1,0.0,0,POINT (0.8248 8.6195)
12046,,Trinidad and Tobago,10.6918,-61.2225,3/7/20,0,0.0,0,POINT (-61.2225 10.6918)
12047,,Tunisia,34.0,9.0,3/7/20,1,0.0,0,POINT (9 34)
12048,,Turkey,38.9637,35.2433,3/7/20,0,0.0,0,POINT (35.2433 38.9637)
12049,,Uganda,1.0,32.0,3/7/20,0,0.0,0,POINT (32 1)
12050,,Ukraine,48.3794,31.1656,3/7/20,1,1.0,0,POINT (31.1656 48.3794)
12051,,United Arab Emirates,24.0,54.0,3/7/20,45,0.0,0,POINT (54 24)
12052,Bermuda,United Kingdom,32.3078,-64.7505,3/7/20,0,0.0,0,POINT (-64.7505 32.3078)
12053,Cayman Islands,United Kingdom,19.3133,-81.2546,3/7/20,0,0.0,0,POINT (-81.2546 19.3133)
12054,Channel Islands,United Kingdom,49.3723,-2.3644,3/7/20,0,0.0,0,POINT (-2.3644 49.3723)
12055,Gibraltar,United Kingdom,36.1408,-5.3536,3/7/20,1,0.0,0,POINT (-5.3536 36.1408)
12056,Isle of Man,United Kingdom,54.2361,-4.5481,3/7/20,0,0.0,0,POINT (-4.5481 54.2361)
12057,Montserrat,United Kingdom,16.7425,-62.1874,3/7/20,0,0.0,0,POINT (-62.1874 16.7425)
12058,,United Kingdom,55.3781,-3.4360000000000004,3/7/20,206,0.0,2,POINT (-3.436 55.3781)
12059,,Uruguay,-32.5228,-55.7658,3/7/20,0,0.0,0,POINT (-55.7658 -32.5228)
12060,,US,37.0902,-95.7129,3/7/20,402,12.0,17,POINT (-95.7129 37.0902)
12061,,Uzbekistan,41.3775,64.5853,3/7/20,0,0.0,0,POINT (64.5853 41.3775)
12062,,Venezuela,6.4238,-66.5897,3/7/20,0,0.0,0,POINT (-66.58969999999999 6.4238)
12063,,Vietnam,16.0,108.0,3/7/20,18,0.0,0,POINT (108 16)
12064,,Zambia,-15.4167,28.2833,3/7/20,0,18.0,0,POINT (28.2833 -15.4167)
12065,,Zimbabwe,-20.0,30.0,3/7/20,0,0.0,0,POINT (30 -20)
12066,Diamond Princess,Canada,0.0,0.0,3/7/20,0,0.0,0,POINT (0 0)
12067,,Dominica,15.415,-61.371,3/7/20,0,0.0,0,POINT (-61.371 15.415)
12068,,Grenada,12.1165,-61.678999999999995,3/7/20,0,0.0,0,POINT (-61.67899999999999 12.1165)
12069,,Mozambique,-18.665695,35.529562,3/7/20,0,0.0,0,POINT (35.529562 -18.665695)
12070,,Syria,34.802075,38.99681500000001,3/7/20,0,0.0,0,POINT (38.99681500000001 34.802075)
12071,,Timor-Leste,-8.874217,125.727539,3/7/20,0,0.0,0,POINT (125.727539 -8.874217)
12072,,Belize,13.1939,-59.5432,3/7/20,0,0.0,0,POINT (-59.5432 13.1939)
12073,Recovered,Canada,0.0,0.0,3/7/20,0,0.0,0,POINT (0 0)
12074,,Laos,19.856270000000002,102.495496,3/7/20,0,0.0,0,POINT (102.495496 19.85627)
12075,,Libya,26.3351,17.228331,3/7/20,0,0.0,0,POINT (17.228331 26.3351)
12076,,West Bank and Gaza,31.9522,35.2332,3/7/20,16,1.0,0,POINT (35.2332 31.9522)
12077,,Guinea-Bissau,11.8037,-15.1804,3/7/20,0,4.0,0,POINT (-15.1804 11.8037)
12078,,Mali,17.570692,-3.996166000000001,3/7/20,0,2.0,0,POINT (-3.996166000000001 17.570692)
12079,,Saint Kitts and Nevis,17.357822,-62.782998,3/7/20,0,2731.0,0,POINT (-62.782998 17.357822)
12080,Northwest Territories,Canada,64.8255,-124.8457,3/7/20,0,3.0,0,POINT (-124.8457 64.82550000000001)
12081,Yukon,Canada,64.2823,-135.0,3/7/20,0,0.0,0,POINT (-135 64.28230000000001)
12082,,Kosovo,42.602636,20.902977,3/7/20,0,4.0,0,POINT (20.902977 42.602636)
12083,,Burma,21.9162,95.956,3/7/20,0,724.0,0,POINT (95.956 21.9162)
12084,Anguilla,United Kingdom,18.2206,-63.0686,3/7/20,0,0.0,0,POINT (-63.0686 18.2206)
12085,British Virgin Islands,United Kingdom,18.4207,-64.64,3/7/20,0,101.0,0,POINT (-64.64 18.4207)
12086,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/7/20,0,0.0,0,POINT (-71.7979 21.69400000000001)
12087,,MS Zaandam,0.0,0.0,3/7/20,0,0.0,0,POINT (0 0)
12088,,Botswana,-22.3285,24.6849,3/7/20,0,0.0,0,POINT (24.6849 -22.3285)
12089,,Burundi,-3.3731,29.9189,3/7/20,0,247.0,0,POINT (29.9189 -3.3731)
12090,,Sierra Leone,8.460555000000001,-11.779889,3/7/20,0,1.0,0,POINT (-11.779889 8.460555000000001)
12091,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/7/20,0,0.0,0,POINT (-68.2385 12.1784)
12092,,Malawi,-13.254307999999998,34.301525,3/7/20,0,1.0,0,POINT (34.301525 -13.254308)
12093,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/7/20,0,1.0,0,POINT (-59.5236 -51.7963)
12094,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/7/20,0,0.0,0,POINT (-56.3159 46.8852)
12095,,South Sudan,6.8770000000000024,31.307,3/7/20,0,0.0,0,POINT (31.307 6.877000000000002)
12096,,Western Sahara,24.2155,-12.8858,3/7/20,0,0.0,0,POINT (-12.8858 24.2155)
12097,,Sao Tome and Principe,0.18636,6.613081,3/7/20,0,0.0,0,POINT (6.613081 0.18636)
12098,,Afghanistan,33.0,65.0,3/8/20,4,0.0,0,POINT (65 33)
12099,,Albania,41.1533,20.1683,3/8/20,0,0.0,0,POINT (20.1683 41.1533)
12100,,Algeria,28.0339,1.6596,3/8/20,19,24.0,0,POINT (1.6596 28.0339)
12101,,Andorra,42.5063,1.5218,3/8/20,1,0.0,0,POINT (1.5218 42.5063)
12102,,Angola,-11.2027,17.8739,3/8/20,0,0.0,0,POINT (17.8739 -11.2027)
12103,,Antigua and Barbuda,17.0608,-61.7964,3/8/20,0,0.0,0,POINT (-61.7964 17.0608)
12104,,Argentina,-38.4161,-63.6167,3/8/20,12,0.0,1,POINT (-63.6167 -38.4161)
12105,,Armenia,40.0691,45.0382,3/8/20,1,0.0,0,POINT (45.0382 40.0691)
12106,Australian Capital Territory,Australia,-35.4735,149.0124,3/8/20,0,4.0,0,POINT (149.0124 -35.4735)
12107,New South Wales,Australia,-33.8688,151.2093,3/8/20,38,0.0,2,POINT (151.2093 -33.8688)
12108,Northern Territory,Australia,-12.4634,130.8456,3/8/20,0,0.0,0,POINT (130.8456 -12.4634)
12109,Queensland,Australia,-28.0167,153.4,3/8/20,15,0.0,0,POINT (153.4 -28.0167)
12110,South Australia,Australia,-34.9285,138.6007,3/8/20,7,0.0,0,POINT (138.6007 -34.9285)
12111,Tasmania,Australia,-41.4545,145.9707,3/8/20,2,0.0,0,POINT (145.9707 -41.4545)
12112,Victoria,Australia,-37.8136,144.9631,3/8/20,11,0.0,0,POINT (144.9631 -37.8136)
12113,Western Australia,Australia,-31.9505,115.8605,3/8/20,3,0.0,1,POINT (115.8605 -31.9505)
12114,,Austria,47.5162,14.5501,3/8/20,104,1.0,0,POINT (14.5501 47.5162)
12115,,Azerbaijan,40.1431,47.5769,3/8/20,9,0.0,0,POINT (47.5769 40.1431)
12116,,Bahamas,25.0343,-77.3963,3/8/20,0,0.0,0,POINT (-77.3963 25.0343)
12117,,Bahrain,26.0275,50.55,3/8/20,85,0.0,0,POINT (50.55 26.0275)
12118,,Bangladesh,23.685,90.3563,3/8/20,3,0.0,0,POINT (90.3563 23.685)
12119,,Barbados,13.1939,-59.5432,3/8/20,0,0.0,0,POINT (-59.5432 13.1939)
12120,,Belarus,53.7098,27.9534,3/8/20,6,0.0,0,POINT (27.9534 53.7098)
12121,,Belgium,50.8333,4.0,3/8/20,200,0.0,0,POINT (4 50.8333)
12122,,Benin,9.3077,2.3158,3/8/20,0,0.0,0,POINT (2.3158 9.307700000000001)
12123,,Bhutan,27.5142,90.4336,3/8/20,1,0.0,0,POINT (90.4336 27.5142)
12124,,Bolivia,-16.2902,-63.5887,3/8/20,0,1.0,0,POINT (-63.5887 -16.2902)
12125,,Bosnia and Herzegovina,43.9159,17.6791,3/8/20,3,9.0,0,POINT (17.6791 43.9159)
12126,,Brazil,-14.235,-51.9253,3/8/20,20,1.0,0,POINT (-51.9253 -14.235)
12127,,Brunei,4.5353,114.7277,3/8/20,0,0.0,0,POINT (114.7277 4.5353)
12128,,Bulgaria,42.7339,25.4858,3/8/20,4,0.0,0,POINT (25.4858 42.7339)
12129,,Burkina Faso,12.2383,-1.5616,3/8/20,0,0.0,0,POINT (-1.5616 12.2383)
12130,,Cabo Verde,16.5388,-23.0418,3/8/20,0,0.0,0,POINT (-23.0418 16.5388)
12131,,Cambodia,11.55,104.9167,3/8/20,2,2.0,0,POINT (104.9167 11.55)
12132,,Cameroon,3.8480000000000003,11.5021,3/8/20,2,0.0,0,POINT (11.5021 3.848)
12133,Alberta,Canada,53.9333,-116.5765,3/8/20,4,0.0,0,POINT (-116.5765 53.9333)
12134,British Columbia,Canada,49.2827,-123.1207,3/8/20,27,0.0,0,POINT (-123.1207 49.2827)
12135,Grand Princess,Canada,37.6489,-122.6655,3/8/20,0,3.0,0,POINT (-122.6655 37.6489)
12136,Manitoba,Canada,53.7609,-98.8139,3/8/20,0,3.0,0,POINT (-98.8139 53.7609)
12137,New Brunswick,Canada,46.5653,-66.4619,3/8/20,0,0.0,0,POINT (-66.4619 46.5653)
12138,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/8/20,0,0.0,0,POINT (-57.6604 53.1355)
12139,Nova Scotia,Canada,44.681999999999995,-63.7443,3/8/20,0,0.0,0,POINT (-63.7443 44.682)
12140,Ontario,Canada,51.2538,-85.3232,3/8/20,29,0.0,0,POINT (-85.3232 51.2538)
12141,Prince Edward Island,Canada,46.5107,-63.4168,3/8/20,0,0.0,0,POINT (-63.4168 46.5107)
12142,Quebec,Canada,52.9399,-73.5491,3/8/20,4,1.0,0,POINT (-73.5491 52.9399)
12143,Saskatchewan,Canada,52.9399,-106.4509,3/8/20,0,1.0,0,POINT (-106.4509 52.9399)
12144,,Central African Republic,6.6111,20.9394,3/8/20,0,0.0,0,POINT (20.9394 6.6111)
12145,,Chad,15.4542,18.7322,3/8/20,0,0.0,0,POINT (18.7322 15.4542)
12146,,Chile,-35.6751,-71.543,3/8/20,8,78.0,0,POINT (-71.54300000000001 -35.6751)
12147,Anhui,China,31.8257,117.2264,3/8/20,990,0.0,6,POINT (117.2264 31.8257)
12148,Beijing,China,40.1824,116.4142,3/8/20,428,0.0,8,POINT (116.4142 40.1824)
12149,Chongqing,China,30.0572,107.874,3/8/20,576,0.0,6,POINT (107.874 30.0572)
12150,Fujian,China,26.0789,117.9874,3/8/20,296,0.0,1,POINT (117.9874 26.0789)
12151,Gansu,China,37.8099,101.0583,3/8/20,124,32.0,2,POINT (101.0583 37.8099)
12152,Guangdong,China,23.3417,113.4244,3/8/20,1352,1.0,7,POINT (113.4244 23.3417)
12153,Guangxi,China,23.8298,108.7881,3/8/20,252,0.0,2,POINT (108.7881 23.8298)
12154,Guizhou,China,26.8154,106.8748,3/8/20,146,0.0,2,POINT (106.8748 26.8154)
12155,Hainan,China,19.1959,109.7453,3/8/20,168,1.0,6,POINT (109.7453 19.1959)
12156,Hebei,China,39.549,116.1306,3/8/20,318,3.0,6,POINT (116.1306 39.549)
12157,Heilongjiang,China,47.861999999999995,127.7615,3/8/20,481,0.0,13,POINT (127.7615 47.86199999999999)
12158,Henan,China,33.882,113.61399999999999,3/8/20,1272,17.0,22,POINT (113.614 33.882)
12159,Hong Kong,China,22.3,114.2,3/8/20,114,0.0,3,POINT (114.2 22.3)
12160,Hubei,China,30.9756,112.2707,3/8/20,67707,33.0,2986,POINT (112.2707 30.9756)
12161,Hunan,China,27.6104,111.7088,3/8/20,1018,0.0,4,POINT (111.7088 27.6104)
12162,Inner Mongolia,China,44.0935,113.9448,3/8/20,75,0.0,1,POINT (113.9448 44.0935)
12163,Jiangsu,China,32.9711,119.455,3/8/20,631,0.0,0,POINT (119.455 32.9711)
12164,Jiangxi,China,27.614,115.7221,3/8/20,935,0.0,1,POINT (115.7221 27.614)
12165,Jilin,China,43.6661,126.1923,3/8/20,93,0.0,1,POINT (126.1923 43.6661)
12166,Liaoning,China,41.2956,122.6085,3/8/20,125,0.0,1,POINT (122.6085 41.2956)
12167,Macau,China,22.1667,113.55,3/8/20,10,0.0,0,POINT (113.55 22.1667)
12168,Ningxia,China,37.2692,106.1655,3/8/20,75,12.0,0,POINT (106.1655 37.2692)
12169,Qinghai,China,35.7452,95.9956,3/8/20,18,0.0,0,POINT (95.9956 35.7452)
12170,Shaanxi,China,35.1917,108.8701,3/8/20,245,0.0,1,POINT (108.8701 35.1917)
12171,Shandong,China,36.3427,118.1498,3/8/20,758,0.0,6,POINT (118.1498 36.3427)
12172,Shanghai,China,31.201999999999998,121.4491,3/8/20,342,1.0,3,POINT (121.4491 31.202)
12173,Shanxi,China,37.5777,112.2922,3/8/20,133,0.0,0,POINT (112.2922 37.5777)
12174,Sichuan,China,30.6171,102.7103,3/8/20,539,0.0,3,POINT (102.7103 30.6171)
12175,Tianjin,China,39.3054,117.323,3/8/20,136,18.0,3,POINT (117.323 39.3054)
12176,Tibet,China,31.6927,88.0924,3/8/20,1,0.0,0,POINT (88.0924 31.6927)
12177,Xinjiang,China,41.1129,85.2401,3/8/20,76,8.0,3,POINT (85.2401 41.1129)
12178,Yunnan,China,24.974,101.48700000000001,3/8/20,174,0.0,2,POINT (101.487 24.974)
12179,Zhejiang,China,29.1832,120.0934,3/8/20,1215,0.0,1,POINT (120.0934 29.1832)
12180,,Colombia,4.5709,-74.2973,3/8/20,1,16.0,0,POINT (-74.29730000000001 4.5709)
12181,,Congo (Brazzaville),-4.0383,21.7587,3/8/20,0,0.0,0,POINT (21.7587 -4.0383)
12182,,Congo (Kinshasa),-4.0383,21.7587,3/8/20,0,0.0,0,POINT (21.7587 -4.0383)
12183,,Costa Rica,9.7489,-83.7534,3/8/20,5,0.0,0,POINT (-83.7534 9.748900000000001)
12184,,Cote d'Ivoire,7.54,-5.5471,3/8/20,0,0.0,0,POINT (-5.5471 7.54)
12185,,Croatia,45.1,15.2,3/8/20,12,0.0,0,POINT (15.2 45.1)
12186,,Diamond Princess,0.0,0.0,3/8/20,706,0.0,6,POINT (0 0)
12187,,Cuba,22.0,-80.0,3/8/20,0,0.0,0,POINT (-80 22)
12188,,Cyprus,35.1264,33.4299,3/8/20,0,0.0,0,POINT (33.4299 35.1264)
12189,,Czechia,49.8175,15.472999999999999,3/8/20,31,0.0,0,POINT (15.473 49.8175)
12190,Faroe Islands,Denmark,61.8926,-6.9118,3/8/20,2,0.0,0,POINT (-6.9118 61.8926)
12191,Greenland,Denmark,71.7069,-42.6043,3/8/20,0,0.0,0,POINT (-42.6043 71.7069)
12192,,Denmark,56.2639,9.5018,3/8/20,35,0.0,0,POINT (9.501799999999999 56.2639)
12193,,Djibouti,11.8251,42.5903,3/8/20,0,0.0,0,POINT (42.5903 11.8251)
12194,,Dominican Republic,18.7357,-70.1627,3/8/20,5,0.0,0,POINT (-70.1627 18.7357)
12195,,Ecuador,-1.8312,-78.1834,3/8/20,14,0.0,0,POINT (-78.18340000000001 -1.8312)
12196,,Egypt,26.0,30.0,3/8/20,49,0.0,1,POINT (30 26)
12197,,El Salvador,13.7942,-88.8965,3/8/20,0,0.0,0,POINT (-88.8965 13.7942)
12198,,Equatorial Guinea,1.5,10.0,3/8/20,0,0.0,0,POINT (10 1.5)
12199,,Eritrea,15.1794,39.7823,3/8/20,0,0.0,0,POINT (39.7823 15.1794)
12200,,Estonia,58.5953,25.0136,3/8/20,10,0.0,0,POINT (25.0136 58.5953)
12201,,Eswatini,-26.5225,31.4659,3/8/20,0,0.0,0,POINT (31.4659 -26.5225)
12202,,Ethiopia,9.145,40.4897,3/8/20,0,0.0,0,POINT (40.4897 9.145)
12203,,Fiji,-17.7134,178.065,3/8/20,0,0.0,0,POINT (178.065 -17.7134)
12204,,Finland,64.0,26.0,3/8/20,23,0.0,0,POINT (26 64)
12205,French Guiana,France,3.9339,-53.1258,3/8/20,5,0.0,0,POINT (-53.1258 3.9339)
12206,French Polynesia,France,-17.6797,149.4068,3/8/20,0,0.0,0,POINT (149.4068 -17.6797)
12207,Guadeloupe,France,16.25,-61.5833,3/8/20,0,0.0,0,POINT (-61.5833 16.25)
12208,Mayotte,France,-12.8275,45.1662,3/8/20,0,0.0,0,POINT (45.1662 -12.8275)
12209,New Caledonia,France,-20.9043,165.618,3/8/20,0,0.0,0,POINT (165.618 -20.9043)
12210,Reunion,France,-21.1351,55.2471,3/8/20,0,4.0,0,POINT (55.2471 -21.1351)
12211,Saint Barthelemy,France,17.9,-62.8333,3/8/20,3,0.0,0,POINT (-62.8333 17.9)
12212,St Martin,France,18.0708,-63.0501,3/8/20,0,8.0,0,POINT (-63.0501 18.0708)
12213,Martinique,France,14.6415,-61.0242,3/8/20,2,2.0,0,POINT (-61.0242 14.6415)
12214,,France,46.2276,2.2137,3/8/20,1126,0.0,19,POINT (2.2137 46.2276)
12215,,Gabon,-0.8037,11.6094,3/8/20,0,7.0,0,POINT (11.6094 -0.8037)
12216,,Gambia,13.4432,-15.3101,3/8/20,0,0.0,0,POINT (-15.3101 13.4432)
12217,,Georgia,42.3154,43.3569,3/8/20,13,4.0,0,POINT (43.3569 42.3154)
12218,,Germany,51.0,9.0,3/8/20,1040,3.0,0,POINT (9 51)
12219,,Ghana,7.9465,-1.0232,3/8/20,0,0.0,0,POINT (-1.0232 7.9465)
12220,,Greece,39.0742,21.8243,3/8/20,73,35.0,0,POINT (21.8243 39.0742)
12221,,Guatemala,15.7835,-90.2308,3/8/20,0,0.0,0,POINT (-90.2308 15.7835)
12222,,Guinea,9.9456,-9.6966,3/8/20,0,0.0,0,POINT (-9.6966 9.945600000000001)
12223,,Guyana,5.0,-58.75,3/8/20,0,3.0,0,POINT (-58.75 5)
12224,,Haiti,18.9712,-72.2852,3/8/20,0,1.0,0,POINT (-72.2852 18.9712)
12225,,Holy See,41.9029,12.4534,3/8/20,1,0.0,0,POINT (12.4534 41.9029)
12226,,Honduras,15.2,-86.2419,3/8/20,0,0.0,0,POINT (-86.2419 15.2)
12227,,Hungary,47.1625,19.5033,3/8/20,7,0.0,0,POINT (19.5033 47.1625)
12228,,Iceland,64.9631,-19.0208,3/8/20,50,0.0,0,POINT (-19.0208 64.9631)
12229,,India,21.0,78.0,3/8/20,39,0.0,0,POINT (78 21)
12230,,Indonesia,-0.7893,113.9213,3/8/20,6,0.0,0,POINT (113.9213 -0.7893)
12231,,Iran,32.0,53.0,3/8/20,6566,0.0,194,POINT (53 32)
12232,,Iraq,33.0,44.0,3/8/20,60,0.0,6,POINT (44 33)
12233,,Ireland,53.1424,-7.6921,3/8/20,19,0.0,0,POINT (-7.6921 53.1424)
12234,,Israel,31.0,35.0,3/8/20,61,0.0,0,POINT (35 31)
12235,,Italy,43.0,12.0,3/8/20,7375,1.0,366,POINT (12 43)
12236,,Jamaica,18.1096,-77.2975,3/8/20,0,0.0,0,POINT (-77.2975 18.1096)
12237,,Japan,36.0,138.0,3/8/20,502,8.0,6,POINT (138 36)
12238,,Jordan,31.24,36.51,3/8/20,1,0.0,0,POINT (36.51 31.24)
12239,,Kazakhstan,48.0196,66.9237,3/8/20,0,0.0,0,POINT (66.9237 48.0196)
12240,,Kenya,-0.0236,37.9062,3/8/20,0,0.0,0,POINT (37.9062 -0.0236)
12241,,"Korea, South",36.0,128.0,3/8/20,7314,984.0,50,POINT (128 36)
12242,,Kuwait,29.5,47.75,3/8/20,64,326.0,0,POINT (47.75 29.5)
12243,,Kyrgyzstan,41.2044,74.7661,3/8/20,0,554.0,0,POINT (74.76609999999999 41.2044)
12244,,Latvia,56.8796,24.6032,3/8/20,2,295.0,0,POINT (24.6032 56.8796)
12245,,Lebanon,33.8547,35.8623,3/8/20,32,88.0,0,POINT (35.8623 33.8547)
